ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
8698;30/01/2024 09:40:00;-33.070642000000014;-71.530046;24;26;9;lit campfire;highway;57;['Notify local authorities']
8699;30/01/2024 09:50:00;-33.070642000000014;-71.535046;23;26;11;wood;electric connection;219;[]
8700;30/01/2024 10:00:00;-33.075642000000016;-71.535046;23;34;55;lighting a grill;fuel recipient;141;['Notify local authorities']
8701;30/01/2024 10:10:00;-33.075642000000016;-71.530046;24;34;57;none;tent;75;['Propose monitoring flight']
8702;30/01/2024 10:20:00;-33.075642000000016;-71.525046;23;34;59;wood;ground;493;[]
8703;30/01/2024 10:30:00;-33.075642000000016;-71.52004600000001;25;37;61;smoking;fuel recipient;19;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8704;30/01/2024 10:40:00;-33.075642000000016;-71.51504600000001;26;34;61;bonfire;tent;567;['Call fire fighters']
8705;30/01/2024 10:50:00;-33.075642000000016;-71.51004600000002;25;112;61;gas recipient;tent;3;['Notify local authorities', 'Notify local collaborators']
8706;30/01/2024 11:00:00;-33.075642000000016;-71.50504600000002;26;115;61;soldering;street;159;['Notify local authorities']
8707;30/01/2024 11:10:00;-33.075642000000016;-71.50004600000003;26;118;61;soldering;highway;129;['Notify local authorities']
8708;30/01/2024 11:20:00;-33.075642000000016;-71.49504600000003;25;118;63;glass bottle;ground;277;[]
8709;30/01/2024 11:30:00;-33.075642000000016;-71.49004600000004;25;115;65;burning waste;dry grass;687;['Notify local authorities']
8710;30/01/2024 11:40:00;-33.08064200000002;-71.49004600000004;25;15;63;soldering;trees;414;['Notify local authorities']
8711;30/01/2024 11:50:00;-33.08064200000002;-71.49504600000003;26;18;61;smoke;highway;493;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8712;30/01/2024 12:00:00;-33.08064200000002;-71.50004600000003;32;18;15;gas recipient;fuel recipient;109;[]
8713;30/01/2024 12:10:00;-33.08064200000002;-71.50504600000002;32;21;15;wood;road;265;[]
8714;30/01/2024 12:20:00;-33.08064200000002;-71.51004600000002;32;18;17;lighting a grill;highway;755;['Notify local authorities']
8715;30/01/2024 12:30:00;-33.08064200000002;-71.51504600000001;31;61;17;wood;tent;502;['Contact waste collectors']
8716;30/01/2024 12:40:00;-33.08064200000002;-71.52004600000001;32;61;15;grill on;dry grass;18;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8717;30/01/2024 12:50:00;-33.08064200000002;-71.525046;33;58;17;grill on;street;394;[]
8718;30/01/2024 13:00:00;-33.08064200000002;-71.530046;33;58;15;glass;highway;46;['Contact waste collectors', 'Notify local collaborators']
8719;30/01/2024 13:10:00;-33.08064200000002;-71.535046;32;55;17;bonfire;electric connection;15;['Notify local authorities', 'Call fire fighters', 'Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
8720;30/01/2024 13:20:00;-33.08564200000002;-71.535046;33;27;19;none;electric connection;121;['Propose monitoring flight']
8721;30/01/2024 13:30:00;-33.08564200000002;-71.530046;37;24;21;burning waste;trash;33;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8722;30/01/2024 13:40:00;-33.08564200000002;-71.525046;38;27;19;wood;grass;66;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8723;30/01/2024 13:50:00;-33.08564200000002;-71.52004600000001;38;30;21;soldering;house;120;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8724;30/01/2024 14:00:00;-33.08564200000002;-71.51504600000001;37;30;16;glass;trash;56;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8725;30/01/2024 14:10:00;-33.08564200000002;-71.51004600000002;36;22;14;suspicious presence;trash;53;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8726;30/01/2024 14:20:00;-33.08564200000002;-71.50504600000002;35;25;12;wastes;tent;125;['Contact waste collectors']
8727;30/01/2024 14:30:00;-33.08564200000002;-71.50004600000003;35;25;14;grill on;ground;152;[]
8728;30/01/2024 14:40:00;-33.08564200000002;-71.49504600000003;34;28;12;smoking;street;40;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8729;30/01/2024 14:50:00;-33.08564200000002;-71.49004600000004;33;25;10;illegal electricity connection;wood;875;[]
8730;30/01/2024 15:00:00;-33.08564200000002;-71.48504600000004;17;25;10;bonfire;house;65;['Notify local collaborators', 'Call fire fighters']
8731;30/01/2024 15:10:00;-33.08564200000002;-71.48004600000004;17;25;10;burning waste;ground;133;['Notify local authorities']
8732;30/01/2024 15:20:00;-33.08564200000002;-71.47504600000005;18;22;8;wastes;wood;54;['Notify local collaborators', 'Contact waste collectors']
8733;30/01/2024 15:30:00;-33.08564200000002;-71.47004600000005;18;19;10;dry grass;trees;411;[]
8734;30/01/2024 15:40:00;-33.08564200000002;-71.46504600000006;17;16;10;gas recipient;wood;93;['Notify local collaborators']
8735;30/01/2024 15:50:00;-33.08564200000002;-71.46004600000006;17;70;10;grill on;trash;35;['Notify local authorities', 'Notify local collaborators']
8736;30/01/2024 16:00:00;-33.08564200000002;-71.45504600000007;18;70;1;smoke;highway;19;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8737;30/01/2024 16:10:00;-33.08564200000002;-71.45004600000007;18;70;-1;smoking;road;66;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8738;30/01/2024 16:20:00;-33.08564200000002;-71.44504600000008;17;67;-3;grill on;dry grass;54;['Notify local authorities', 'Notify local collaborators']
8739;30/01/2024 16:30:00;-33.08564200000002;-71.44004600000008;35;67;-1;smoking;ground;116;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8740;30/01/2024 16:40:00;-33.08064200000002;-71.44004600000008;36;36;1;fire;wood;388;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8741;30/01/2024 16:50:00;-33.08064200000002;-71.44504600000008;37;33;1;bonfire;tent;124;['Call fire fighters']
8742;30/01/2024 17:00:00;-33.08064200000002;-71.45004600000007;37;33;-1;bonfire;wood;95;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
8743;30/01/2024 17:10:00;-33.08064200000002;-71.45504600000007;36;30;-3;smoke;dry grass;230;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8744;30/01/2024 17:20:00;-33.08064200000002;-71.46004600000006;37;27;-1;none;tent;35;['Propose monitoring flight']
8745;30/01/2024 17:30:00;-33.08064200000002;-71.46504600000006;38;99;-3;lighting a grill;house;50;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8746;30/01/2024 17:40:00;-33.08064200000002;-71.47004600000005;37;96;-3;illegal electricity connection;trash;1;['Notify local authorities', 'Notify power company', 'Notify local authorities', 'Notify power company', 'Notify local collaborators']
8747;30/01/2024 17:50:00;-33.08064200000002;-71.47504600000005;36;93;-5;smoke;grass;46;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8748;30/01/2024 18:00:00;-33.08064200000002;-71.48004600000004;35;90;42;gas recipient;street;247;[]
8749;30/01/2024 18:10:00;-33.08064200000002;-71.48504600000004;34;93;44;none;dry grass;79;['Propose monitoring flight']
8750;30/01/2024 18:20:00;-33.075642000000016;-71.48504600000004;34;37;42;none;wood;6;['Propose monitoring flight']
8751;30/01/2024 18:30:00;-33.075642000000016;-71.48004600000004;33;34;42;soldering;electric connection;112;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8752;30/01/2024 18:40:00;-33.075642000000016;-71.47504600000005;33;31;44;dry grass;highway;75;[]
8753;30/01/2024 18:50:00;-33.075642000000016;-71.47004600000005;34;28;42;gas recipient;tent;82;['Notify local collaborators']
8754;30/01/2024 19:00:00;-33.075642000000016;-71.46504600000006;35;28;44;papers;street;287;[]
8755;30/01/2024 19:10:00;-33.075642000000016;-71.46004600000006;36;58;44;lit campfire;dry grass;361;['Notify local authorities']
8756;30/01/2024 19:20:00;-33.075642000000016;-71.45504600000007;36;58;46;papers;dry grass;86;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8757;30/01/2024 19:30:00;-33.075642000000016;-71.45004600000007;31;55;48;smoking;dry grass;21;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8758;30/01/2024 19:40:00;-33.075642000000016;-71.44504600000008;31;52;46;dry grass;dry grass;67;['Notify local authorities', 'Notify local collaborators']
8759;30/01/2024 19:50:00;-33.075642000000016;-71.44004600000008;30;55;44;glass;tent;127;['Contact waste collectors']
8760;30/01/2024 20:00:00;-33.070642000000014;-71.44004600000008;30;104;33;lit campfire;dry grass;84;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8761;30/01/2024 20:10:00;-33.070642000000014;-71.44504600000008;31;101;35;suspicious presence;trees;76;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8762;30/01/2024 20:20:00;-33.070642000000014;-71.45004600000007;30;98;35;soldering;fuel recipient;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8763;30/01/2024 20:30:00;-33.070642000000014;-71.45504600000007;30;95;37;smoking;trees;102;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8764;30/01/2024 20:40:00;-33.070642000000014;-71.46004600000006;31;95;37;fire;grass;28;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8765;30/01/2024 20:50:00;-33.070642000000014;-71.46504600000006;32;112;37;dry grass;house;206;[]
8766;30/01/2024 21:00:00;-33.070642000000014;-71.47004600000005;22;112;37;fire;wood;459;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8767;30/01/2024 21:10:00;-33.070642000000014;-71.47504600000005;21;112;35;burning waste;dry grass;18;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8768;30/01/2024 21:20:00;-33.070642000000014;-71.48004600000004;21;112;37;fire;electric connection;56;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8769;30/01/2024 21:30:00;-33.070642000000014;-71.48504600000004;21;109;37;lighting a grill;street;81;['Notify local authorities']
8770;30/01/2024 21:40:00;-33.06564200000001;-71.48504600000004;22;42;37;lighting a grill;street;919;['Notify local authorities']
8771;30/01/2024 21:50:00;-33.06564200000001;-71.48004600000004;23;45;35;fire;dry grass;70;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8772;30/01/2024 22:00:00;-33.06564200000001;-71.47504600000005;23;45;49;smoke;highway;98;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8773;30/01/2024 22:10:00;-33.06564200000001;-71.47004600000005;24;48;51;none;fuel recipient;20;['Propose monitoring flight']
8774;30/01/2024 22:20:00;-33.06564200000001;-71.46504600000006;23;51;53;fire;street;108;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8775;30/01/2024 22:30:00;-33.06564200000001;-71.46004600000006;23;80;53;suspicious presence;ground;30;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
